,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-SCORE,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,CAD,RASP-ENERGY,RASP-NB-CONTACTS,RASP-NORMALIZED-ENERGY,CLASH,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,DFIRE,rsRNASP,lddt,tm-score-ost
normalized_FARFAR2-6JQ6-S_000001_154_0001.pdb,19.304,8.265656569744761e-05,0.653,0.872,0.0,0.642,29.543,25.38,0.219,0.278,0.111,0.21,0.321,0.469,0.656,-47335.5,388163.0,-0.122,0.0,2.02,1.644,1.943,-58945.468,-8811.018,0.476,0.25
normalized_3dRNA-6JQ6-2.pdb,20.27,0.0006184906655922,0.674,0.946,0.0,0.637,30.078,39.18,0.256,0.287,0.099,0.247,0.358,0.444,0.615,-20558.3,329751.0,-0.062,0.0,2.028,1.531,1.147,-41564.509,-4434.929,0.419,0.301
normalized_FARFAR2-6JQ6-S_000001_147_0001.pdb,21.529,0.0056860471885406,0.664,0.855,0.0,0.667,32.416,23.23,0.234,0.29,0.148,0.222,0.309,0.481,0.672,-47240.9,382144.0,-0.124,0.0,2.243,1.687,1.957,-59718.579,-8501.181,0.48,0.241
normalized_SimRNA-6JQ6-9.pdb,21.608,0.0064391616911365,0.611,0.737,,0.603,35.344,29.85,0.244,0.296,0.148,0.235,0.321,0.481,0.637,-40724.0,338586.0,-0.12,0.0,2.253,1.795,1.778,-50685.335,-5828.761,0.01,0.295
normalized_3dRNA-6JQ6-4.pdb,21.878,0.0097177503030322,0.653,0.946,0.0,0.612,33.478,,0.271,0.293,0.123,0.247,0.346,0.457,0.608,-15488.3,359465.0,-0.043,0.0,2.261,1.659,1.114,-40975.018,-2449.322,0.325,0.267
normalized_FARFAR2-6JQ6-S_000001_008_0001.pdb,22.169,0.0147987883237387,0.686,0.872,0.0,0.693,32.337,24.85,0.242,0.29,0.148,0.259,0.309,0.444,0.653,-43709.2,377598.0,-0.116,0.0,2.339,1.663,1.839,-58454.737,-8383.738,0.487,0.264
normalized_FARFAR2-6JQ6-S_000001_009_0001.pdb,22.626,0.0273483334326707,0.7,0.855,0.0,0.714,32.307,24.27,0.244,0.293,0.136,0.259,0.296,0.481,0.66,-48231.5,411216.0,-0.117,0.0,2.284,1.728,1.936,-62860.725,-9115.032,0.495,0.27
normalized_3dRNA-6JQ6-6.pdb,23.151,0.0515696378012259,0.689,0.946,,0.639,33.618,41.14,0.249,0.275,0.086,0.259,0.309,0.444,0.603,-20284.1,315482.0,-0.064,0.0,2.304,1.522,1.142,-39556.052,-3805.841,0.376,0.268
normalized_FARFAR2-6JQ6-S_000001_013_0001.pdb,23.236,0.0567436217437994,0.706,0.855,0.0,0.704,32.891,24.11,0.232,0.293,0.148,0.222,0.309,0.494,0.675,-48075.1,379193.0,-0.127,0.0,2.343,1.632,1.929,-60572.098,-8992.336,0.498,0.257
normalized_FARFAR2-6JQ6-S_000001_117_0001.pdb,23.311,0.0616802221473125,0.699,0.872,0.0,0.702,33.349,26.21,0.255,0.312,0.161,0.259,0.333,0.494,0.677,-43097.8,402811.0,-0.107,0.0,2.378,1.61,1.869,-60241.954,-9143.056,0.514,0.272
normalized_SimRNA-6JQ6-4.pdb,23.861,0.1083503112109364,0.637,0.73,0.0,0.65,37.435,,0.254,0.33,0.123,0.259,0.407,0.531,0.63,-39907.1,402331.0,-0.099,0.0,2.428,1.817,1.784,-54794.915,-6293.566,0.014,0.287
normalized_SimRNA-6JQ6-2.pdb,23.986,0.1218447936616354,0.619,0.737,,0.615,38.726,,0.255,0.33,0.161,0.235,0.383,0.543,0.621,-39210.5,365897.0,-0.107,0.0,2.417,1.822,1.802,-52006.541,-5975.672,0.009,0.285
normalized_RNAComposer-6JQ6-5.pdb,24.182,0.1452441366519827,0.733,1.0,0.378,0.678,32.978,26.45,0.21,0.259,0.099,0.185,0.284,0.469,0.686,-32268.8,295965.0,-0.109,0.0,2.45,1.288,1.411,-43874.413,-5248.611,0.474,0.253
normalized_RNAComposer-6JQ6-4.pdb,24.294,0.1599428619872177,0.736,0.975,0.378,0.69,32.994,27.87,0.204,0.269,0.099,0.198,0.272,0.506,0.7,-30740.4,289126.0,-0.106,0.0,2.477,1.27,1.458,-43180.534,-4767.231,0.473,0.237
normalized_RNAComposer-6JQ6-10.pdb,24.308,0.1618836197010997,0.722,1.0,0.267,0.667,33.647,28.42,0.201,0.259,0.099,0.173,0.296,0.469,0.691,-29897.9,288592.0,-0.104,0.0,2.454,1.279,1.283,-42165.618,-4512.986,0.472,0.234
normalized_RNAComposer-6JQ6-2.pdb,24.339,0.1661278317010979,0.729,1.0,0.378,0.673,33.405,26.98,0.233,0.287,0.123,0.21,0.296,0.518,0.696,-31649.0,284164.0,-0.111,0.0,2.477,1.276,1.463,-42867.558,-4848.113,0.474,0.24
normalized_RNAComposer-6JQ6-9.pdb,24.817,0.2406209151457797,0.71,1.0,0.378,0.643,34.965,27.95,0.231,0.272,0.111,0.21,0.296,0.469,0.696,-30742.9,287792.0,-0.107,0.0,2.509,1.277,1.423,-42861.483,-4872.989,0.476,0.235
normalized_RNAComposer-6JQ6-3.pdb,25.382,0.3481324767520912,0.719,1.0,0.378,0.655,35.281,29.01,0.213,0.259,0.086,0.185,0.296,0.469,0.687,-31246.2,285291.0,-0.11,0.0,2.574,1.299,1.406,-42269.676,-4458.074,0.472,0.223
normalized_RNAComposer-6JQ6-7.pdb,25.426,0.3571858928212578,0.705,1.0,0.267,0.643,36.061,27.03,0.22,0.275,0.099,0.21,0.296,0.494,0.697,-33527.7,298877.0,-0.112,0.0,2.579,1.284,1.442,-44800.012,-5440.997,0.493,0.231
normalized_3dRNA-6JQ6-9.pdb,25.804,0.4380818885311276,0.583,0.827,0.218,0.537,44.295,,0.227,0.275,0.136,0.21,0.321,0.432,0.607,-9819.03,418876.0,-0.023,0.0,2.607,1.711,0.896,-43570.946,-4630.489,0.376,0.239
normalized_RNAComposer-6JQ6-6.pdb,25.987,0.4782924756668029,0.726,1.0,0.378,0.667,35.818,26.67,0.213,0.256,0.111,0.198,0.272,0.444,0.693,-30668.6,287513.0,-0.107,0.0,2.626,1.296,1.432,-43232.08,-4850.519,0.462,0.215
normalized_RNAComposer-6JQ6-8.pdb,26.149,0.5142446618373394,0.743,0.975,0.267,0.703,35.2,27.57,0.217,0.269,0.111,0.198,0.296,0.469,0.699,-31410.3,319096.0,-0.098,0.0,2.643,1.287,1.431,-45930.774,-5425.909,0.503,0.242
normalized_RNAComposer-6JQ6-1.pdb,26.427,0.5754454587915778,0.711,0.951,0.378,0.661,37.177,26.22,0.228,0.284,0.099,0.198,0.346,0.494,0.699,-34550.7,336442.0,-0.103,0.0,2.668,1.319,1.563,-47990.309,-6170.189,0.511,0.251
normalized_SimRNA-6JQ6-3.pdb,26.678,0.6292601164514662,0.651,0.795,0.0,0.668,40.989,29.46,0.238,0.299,0.111,0.222,0.333,0.531,0.631,-40456.9,420027.0,-0.096,0.0,2.699,1.915,1.795,-55299.12,-7772.54,0.011,0.28
normalized_SimRNA-6JQ6-8.pdb,26.684,0.6304899827352779,0.648,0.796,0.0,0.646,41.184,29.89,0.272,0.318,0.111,0.21,0.395,0.556,0.659,-40560.5,343945.0,-0.118,0.0,2.752,1.742,1.705,-51620.248,-6398.16,0.026,0.298
normalized_SimRNA-6JQ6-7.pdb,26.907,0.6761662720348537,0.615,0.718,0.0,0.626,43.778,28.64,0.23,0.275,0.123,0.173,0.309,0.494,0.618,-40661.4,348307.0,-0.117,0.0,2.76,1.79,1.802,-51322.277,-6037.178,0.026,0.247
normalized_SimRNA-6JQ6-1.pdb,27.015,0.6973827913673172,0.621,0.78,0.0,0.606,43.478,,0.258,0.312,0.136,0.235,0.346,0.531,0.642,-39519.9,354939.0,-0.111,0.0,2.762,1.784,1.796,-51547.966,-5919.564,0.005,0.249
normalized_SimRNA-6JQ6-10.pdb,27.598,0.7997383934872456,0.589,0.694,0.0,0.606,46.879,28.3,0.233,0.296,0.123,0.235,0.309,0.518,0.617,-39608.0,421561.0,-0.094,0.0,2.804,1.958,1.789,-56112.634,-6276.164,0.015,0.236
normalized_SimRNA-6JQ6-5.pdb,28.408,0.9016044049562784,0.635,0.754,0.0,0.636,44.719,30.92,0.266,0.34,0.173,0.247,0.383,0.556,0.627,-39683.9,360217.0,-0.11,0.0,2.857,1.851,1.833,-51938.987,-6211.613,0.01,0.28
normalized_FARFAR2-6JQ6-S_000001_061_0001.pdb,28.415,0.9022799944260372,0.676,0.796,0.0,0.693,42.036,23.32,0.233,0.296,0.161,0.21,0.296,0.518,0.667,-44569.7,381403.0,-0.117,0.0,2.872,1.67,1.843,-59359.383,-8100.997,0.488,0.245
normalized_FARFAR2-6JQ6-S_000001_000_0001.pdb,28.644,0.9224922107532212,0.68,0.809,0.0,0.694,42.107,24.49,0.244,0.281,0.111,0.247,0.309,0.457,0.668,-45457.8,363139.0,-0.125,0.0,2.889,1.653,2.023,-57937.194,-7831.064,0.477,0.254
